,Year,Neighborhood,corp_own_rate,own_occ_rate,perc_white,perc_black,perc_aapi,perc_asian,perc_other,perc_two_or_more,perc_u18,perc_o18
856,2049,Roxbury,0.49209957,0.33041126,0.5715129,0.12515039,0.13264795,0.00096836,0.00956924,0.04028578,0.1091159,0.8908841
857,2050,Roxbury,0.50198268,0.33102165,0.57159361,0.12624992,0.13152203,0.00096622,0.00957024,0.04029829,0.10971917,0.89028083
337,2004,South Boston,0.04,0.5,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
338,2005,South Boston,0.05,0.49,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
339,2006,South Boston,0.05,0.48,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
340,2007,South Boston,0.05,0.51,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
341,2008,South Boston,0.06,0.5,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
342,2009,South Boston,0.08,0.49,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
343,2010,South Boston,0.08,0.49,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
344,2011,South Boston,0.08,0.49,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
345,2012,South Boston,0.08,0.47,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
346,2013,South Boston,0.08,0.47,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
347,2014,South Boston,0.08,0.47,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
348,2015,South Boston,0.09,0.45,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
349,2016,South Boston,0.09,0.45,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
350,2017,South Boston,0.1,0.43,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
351,2018,South Boston,0.11,0.42,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
352,2019,South Boston,0.12,0.41,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
353,2020,South Boston,0.16,0.4,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
354,2021,South Boston,0.18,0.39,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
355,2022,South Boston,0.19,0.4,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
356,2023,South Boston,0.21,0.4,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
357,2024,South Boston,0.22,0.38,0.76849434,0.04032492,0.05477754,0.00100219,0.00503732,0.0278503,0.11348472,0.88651528
858,2025,South Boston,0.19447619,0.38033333,0.54127633,0.13132654,0.13573068,0.00109204,0.00971954,0.0407506,0.11704323,0.88295677
859,2026,South Boston,0.20263203,0.37382684,0.54419675,0.12820168,0.13796506,0.00108418,0.00970185,0.04067454,0.11486293,0.88513707
860,2027,South Boston,0.21078788,0.36732035,0.54711718,0.12507682,0.14019944,0.00107632,0.00968416,0.04059848,0.11268262,0.88731738
861,2028,South Boston,0.21894372,0.36081385,0.55003761,0.12195196,0.14243382,0.00106846,0.00966647,0.04052243,0.11050232,0.88949768
862,2029,South Boston,0.22709957,0.35430736,0.55295803,0.11882709,0.1446682,0.0010606,0.00964878,0.04044637,0.10832202,0.89167798
863,2030,South Boston,0.23525541,0.34780087,0.55587846,0.11570223,0.14690258,0.00105274,0.00963109,0.04037031,0.10614171,0.89385829
864,2031,South Boston,0.24341126,0.34129437,0.55879889,0.11257737,0.14913696,0.00104488,0.0096134,0.04029425,0.10396141,0.89603859
865,2032,South Boston,0.2515671,0.33478788,0.56171931,0.10945251,0.15137135,0.00103702,0.00959571,0.04021819,0.1017811,0.8982189
866,2033,South Boston,0.25972294,0.32828139,0.56463974,0.10632765,0.15360573,0.00102916,0.00957803,0.04014213,0.0996008,0.9003992
867,2034,South Boston,0.26787879,0.32177489,0.56756017,0.10320279,0.15584011,0.00102131,0.00956034,0.04006607,0.09742049,0.90257951
868,2035,South Boston,0.27603463,0.3152684,0.5704806,0.10007793,0.15807449,0.00101345,0.00954265,0.03999001,0.09524019,0.90475981
869,2036,South Boston,0.28419048,0.3087619,0.57340102,0.09695307,0.16030887,0.00100559,0.00952496,0.03991395,0.09305988,0.90694012
870,2037,South Boston,0.29234632,0.30225541,0.57632145,0.09382821,0.16254325,0.00099773,0.00950727,0.03983789,0.09087958,0.90912042
871,2038,South Boston,0.30050216,0.29574892,0.57924188,0.09070335,0.16477763,0.00098987,0.00948958,0.03976183,0.08869927,0.91130073
872,2039,South Boston,0.30865801,0.28924242,0.5821623,0.08757849,0.16701202,0.00098201,0.00947189,0.03968577,0.08651897,0.91348103
873,2040,South Boston,0.31681385,0.28273593,0.58508273,0.08445363,0.1692464,0.00097415,0.0094542,0.03960971,0.08433866,0.91566134
874,2041,South Boston,0.3249697,0.27622944,0.58800316,0.08132876,0.17148078,0.00096629,0.00943651,0.03953365,0.08215836,0.91784164
875,2042,South Boston,0.33312554,0.26972294,0.59092359,0.0782039,0.17371516,0.00095843,0.00941882,0.03945759,0.07997806,0.92002194
876,2043,South Boston,0.34128139,0.26321645,0.59384401,0.07507904,0.17594954,0.00095057,0.00940113,0.03938153,0.07779775,0.92220225
877,2044,South Boston,0.34943723,0.25670996,0.59676444,0.07195418,0.17818392,0.00094271,0.00938345,0.03930547,0.07561745,0.92438255
878,2045,South Boston,0.35759307,0.25020346,0.59968487,0.06882932,0.1804183,0.00093485,0.00936576,0.03922942,0.07343714,0.92656286
879,2046,South Boston,0.36574892,0.24369697,0.60260529,0.06570446,0.18265269,0.00092699,0.00934807,0.03915336,0.07125684,0.92874316
880,2047,South Boston,0.37390476,0.23719048,0.60552572,0.0625796,0.18488707,0.00091913,0.00933038,0.0390773,0.06907653,0.93092347
881,2048,South Boston,0.38206061,0.23068398,0.60844615,0.05945474,0.18712145,0.00091127,0.00931269,0.03900124,0.06689623,0.93310377
882,2049,South Boston,0.39021645,0.22417749,0.61136658,0.05632988,0.18935583,0.00090341,0.009295,0.03892518,0.06471592,0.93528408
883,2050,South Boston,0.39837229,0.217671,0.614287,0.05320502,0.19159021,0.00089555,0.00927731,0.03884912,0.06253562,0.93746438
358,2004,South Boston Waterfront,0.06,0.24,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
359,2005,South Boston Waterfront,0.08,0.25,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
360,2006,South Boston Waterfront,0.11,0.26,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
361,2007,South Boston Waterfront,0.15,0.27,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
362,2008,South Boston Waterfront,0.12,0.22,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
363,2009,South Boston Waterfront,0.12,0.35,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
364,2010,South Boston Waterfront,0.22,0.33,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
365,2011,South Boston Waterfront,0.19,0.37,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
366,2012,South Boston Waterfront,0.15,0.34,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
367,2013,South Boston Waterfront,0.14,0.35,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
368,2014,South Boston Waterfront,0.13,0.4,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
369,2015,South Boston Waterfront,0.13,0.38,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
370,2016,South Boston Waterfront,0.14,0.38,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
371,2017,South Boston Waterfront,0.19,0.3,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
372,2018,South Boston Waterfront,0.17,0.33,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
373,2019,South Boston Waterfront,0.2,0.33,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
374,2020,South Boston Waterfront,0.3,0.28,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
375,2021,South Boston Waterfront,0.35,0.27,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
376,2022,South Boston Waterfront,0.41,0.28,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
377,2023,South Boston Waterfront,0.35,0.29,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
378,2024,South Boston Waterfront,0.38,0.29,0.7734361,0.02867897,0.08639541,0.00035849,0.01200932,0.04248073,0.05251837,0.94748163
884,2025,South Boston Waterfront,0.34733333,0.32685714,0.56813775,0.11214308,0.14670934,0.0010043,0.00956883,0.04016884,0.10233729,0.89766271
885,2026,South Boston Waterfront,0.36120346,0.32838961,0.56797589,0.11407492,0.14482422,0.0010019,0.00957202,0.04019473,0.10344212,0.89655788
886,2027,South Boston Waterfront,0.37507359,0.32992208,0.56781403,0.11600676,0.1429391,0.00099949,0.00957521,0.04022062,0.10454694,0.89545306
887,2028,South Boston Waterfront,0.38894372,0.33145455,0.56765217,0.11793859,0.14105397,0.00099708,0.00957839,0.04024652,0.10565177,0.89434823
888,2029,South Boston Waterfront,0.40281385,0.33298701,0.56749031,0.11987043,0.13916885,0.00099467,0.00958158,0.04027241,0.1067566,0.8932434
889,2030,South Boston Waterfront,0.41668398,0.33451948,0.56732845,0.12180227,0.13728372,0.00099227,0.00958477,0.0402983,0.10786142,0.89213858
890,2031,South Boston Waterfront,0.43055411,0.33605195,0.56716659,0.12373411,0.1353986,0.00098986,0.00958796,0.04032419,0.10896625,0.89103375
891,2032,South Boston Waterfront,0.44442424,0.33758442,0.56700473,0.12566594,0.13351347,0.00098745,0.00959114,0.04035009,0.11007108,0.88992892
892,2033,South Boston Waterfront,0.45829437,0.33911688,0.56684286,0.12759778,0.13162835,0.00098505,0.00959433,0.04037598,0.1111759,0.8888241
893,2034,South Boston Waterfront,0.4721645,0.34064935,0.566681,0.12952962,0.12974322,0.00098264,0.00959752,0.04040187,0.11228073,0.88771927
894,2035,South Boston Waterfront,0.48603463,0.34218182,0.56651914,0.13146145,0.1278581,0.00098023,0.00960071,0.04042776,0.11338556,0.88661444
895,2036,South Boston Waterfront,0.49990476,0.34371429,0.56635728,0.13339329,0.12597297,0.00097783,0.00960389,0.04045365,0.11449038,0.88550962
896,2037,South Boston Waterfront,0.51377489,0.34524675,0.56619542,0.13532513,0.12408785,0.00097542,0.00960708,0.04047955,0.11559521,0.88440479
897,2038,South Boston Waterfront,0.52764502,0.34677922,0.56603356,0.13725696,0.12220272,0.00097301,0.00961027,0.04050544,0.11670004,0.88329996
898,2039,South Boston Waterfront,0.54151515,0.34831169,0.5658717,0.1391888,0.1203176,0.00097061,0.00961345,0.04053133,0.11780486,0.88219514
899,2040,South Boston Waterfront,0.55538528,0.34984416,0.56570983,0.14112064,0.11843247,0.0009682,0.00961664,0.04055722,0.11890969,0.88109031
900,2041,South Boston Waterfront,0.56925541,0.35137662,0.56554797,0.14305247,0.11654735,0.00096579,0.00961983,0.04058312,0.12001452,0.87998548
901,2042,South Boston Waterfront,0.58312554,0.35290909,0.56538611,0.14498431,0.11466222,0.00096339,0.00962302,0.04060901,0.12111935,0.87888065
902,2043,South Boston Waterfront,0.59699567,0.35444156,0.56522425,0.14691615,0.1127771,0.00096098,0.0096262,0.0406349,0.12222417,0.87777583
903,2044,South Boston Waterfront,0.6108658,0.35597403,0.56506239,0.14884799,0.11089198,0.00095857,0.00962939,0.04066079,0.123329,0.876671
904,2045,South Boston Waterfront,0.62473593,0.35750649,0.56490053,0.15077982,0.10900685,0.00095617,0.00963258,0.04068668,0.12443383,0.87556617
905,2046,South Boston Waterfront,0.63860606,0.35903896,0.56473867,0.15271166,0.10712173,0.00095376,0.00963577,0.04071258,0.12553865,0.87446135
906,2047,South Boston Waterfront,0.65247619,0.36057143,0.56457681,0.1546435,0.1052366,0.00095135,0.00963895,0.04073847,0.12664348,0.87335652
907,2048,South Boston Waterfront,0.66634632,0.3621039,0.56441494,0.15657533,0.10335148,0.00094895,0.00964214,0.04076436,0.12774831,0.87225169
908,2049,South Boston Waterfront,0.68021645,0.36363636,0.56425308,0.15850717,0.10146635,0.00094654,0.00964533,0.04079025,0.12885313,0.87114687
909,2050,South Boston Waterfront,0.69408658,0.36516883,0.56409122,0.16043901,0.09958123,0.00094413,0.00964851,0.04081614,0.12995796,0.87004204
379,2004,South End,0.06,0.46,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
380,2005,South End,0.07,0.46,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
381,2006,South End,0.07,0.45,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
382,2007,South End,0.07,0.47,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
383,2008,South End,0.08,0.47,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
384,2009,South End,0.08,0.46,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
385,2010,South End,0.08,0.47,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
386,2011,South End,0.1,0.46,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
387,2012,South End,0.09,0.44,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
388,2013,South End,0.1,0.44,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
389,2014,South End,0.09,0.43,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
390,2015,South End,0.1,0.4,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
391,2016,South End,0.1,0.4,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
392,2017,South End,0.12,0.39,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
393,2018,South End,0.13,0.39,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
394,2019,South End,0.14,0.38,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
395,2020,South End,0.18,0.38,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
396,2021,South End,0.2,0.37,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
397,2022,South End,0.21,0.38,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
398,2023,South End,0.24,0.37,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
399,2024,South End,0.25,0.36,0.56575767,0.10073877,0.15922786,0.00122562,0.00650257,0.03775576,0.11748885,0.88251115
910,2025,South End,0.2167619,0.35390476,0.55277759,0.11781266,0.14573947,0.00106304,0.00964836,0.04043618,0.10778111,0.89221889
911,2026,South End,0.22538528,0.34785281,0.55552855,0.11498466,0.14772849,0.00105545,0.00963184,0.04036596,0.10579197,0.89420803
912,2027,South End,0.23400866,0.34180087,0.55827951,0.11215666,0.14971751,0.00104786,0.00961532,0.04029574,0.10380282,0.89619718
913,2028,South End,0.24263203,0.33574892,0.56103046,0.10932865,0.15170654,0.00104027,0.00959881,0.04022552,0.10181367,0.89818633
914,2029,South End,0.25125541,0.32969697,0.56378142,0.10650065,0.15369556,0.00103268,0.00958229,0.04015529,0.09982453,0.90017547
915,2030,South End,0.25987879,0.32364502,0.56653238,0.10367265,0.15568459,0.00102509,0.00956577,0.04008507,0.09783538,0.90216462
916,2031,South End,0.26850216,0.31759307,0.56928333,0.10084464,0.15767361,0.0010175,0.00954925,0.04001485,0.09584624,0.90415376
917,2032,South End,0.27712554,0.31154113,0.57203429,0.09801664,0.15966264,0.00100991,0.00953274,0.03994463,0.09385709,0.90614291
918,2033,South End,0.28574892,0.30548918,0.57478525,0.09518864,0.16165166,0.00100232,0.00951622,0.03987441,0.09186795,0.90813205
919,2034,South End,0.29437229,0.29943723,0.5775362,0.09236063,0.16364069,0.00099473,0.0094997,0.03980419,0.0898788,0.9101212
920,2035,South End,0.30299567,0.29338528,0.58028716,0.08953263,0.16562971,0.00098714,0.00948318,0.03973396,0.08788965,0.91211035
921,2036,South End,0.31161905,0.28733333,0.58303812,0.08670463,0.16761873,0.00097955,0.00946667,0.03966374,0.08590051,0.91409949
922,2037,South End,0.32024242,0.28128139,0.58578907,0.08387662,0.16960776,0.00097196,0.00945015,0.03959352,0.08391136,0.91608864
923,2038,South End,0.3288658,0.27522944,0.58854003,0.08104862,0.17159678,0.00096437,0.00943363,0.0395233,0.08192222,0.91807778
924,2039,South End,0.33748918,0.26917749,0.59129099,0.07822062,0.17358581,0.00095678,0.00941711,0.03945308,0.07993307,0.92006693
925,2040,South End,0.34611255,0.26312554,0.59404194,0.07539261,0.17557483,0.00094919,0.00940059,0.03938285,0.07794393,0.92205607
926,2041,South End,0.35473593,0.25707359,0.5967929,0.07256461,0.17756386,0.0009416,0.00938408,0.03931263,0.07595478,0.92404522
927,2042,South End,0.36335931,0.25102165,0.59954386,0.06973661,0.17955288,0.000934,0.00936756,0.03924241,0.07396563,0.92603437
928,2043,South End,0.37198268,0.2449697,0.60229481,0.0669086,0.18154191,0.00092641,0.00935104,0.03917219,0.07197649,0.92802351
929,2044,South End,0.38060606,0.23891775,0.60504577,0.0640806,0.18353093,0.00091882,0.00933452,0.03910197,0.06998734,0.93001266
930,2045,South End,0.38922944,0.2328658,0.60779673,0.0612526,0.18551995,0.00091123,0.00931801,0.03903175,0.0679982,0.9320018
931,2046,South End,0.39785281,0.22681385,0.61054768,0.05842459,0.18750898,0.00090364,0.00930149,0.03896152,0.06600905,0.93399095
932,2047,South End,0.40647619,0.2207619,0.61329864,0.05559659,0.189498,0.00089605,0.00928497,0.0388913,0.0640199,0.9359801
933,2048,South End,0.41509957,0.21470996,0.6160496,0.05276858,0.19148703,0.00088846,0.00926845,0.03882108,0.06203076,0.93796924
934,2049,South End,0.42372294,0.20865801,0.61880055,0.04994058,0.19347605,0.00088087,0.00925194,0.03875086,0.06004161,0.93995839
935,2050,South End,0.43234632,0.20260606,0.62155151,0.04711258,0.19546508,0.00087328,0.00923542,0.03868064,0.05805247,0.94194753
400,2004,West End,0.05,0.43,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
401,2005,West End,0.06,0.42,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
402,2006,West End,0.06,0.41,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
403,2007,West End,0.07,0.43,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
404,2008,West End,0.08,0.41,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
405,2009,West End,0.08,0.4,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
406,2010,West End,0.07,0.37,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
407,2011,West End,0.08,0.37,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
408,2012,West End,0.09,0.34,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
409,2013,West End,0.09,0.34,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
410,2014,West End,0.1,0.33,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
411,2015,West End,0.1,0.33,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
412,2016,West End,0.11,0.3,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
413,2017,West End,0.12,0.29,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
414,2018,West End,0.13,0.29,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
415,2019,West End,0.15,0.27,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
416,2020,West End,0.21,0.27,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
417,2021,West End,0.23,0.27,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
418,2022,West End,0.24,0.28,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
419,2023,West End,0.27,0.28,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
420,2024,West End,0.28,0.27,0.64023361,0.04386762,0.18689163,0.00116807,0.0110318,0.03724854,0.07878001,0.92121999
936,2025,West End,0.24557143,0.23580952,0.60181325,0.05206673,0.19655368,0.00095253,0.00933469,0.03899544,0.06374348,0.93625652
937,2026,West End,0.25633766,0.22651082,0.60595732,0.04753349,0.19982348,0.00094154,0.00930946,0.03888629,0.0605942,0.9394058
938,2027,West End,0.2671039,0.21721212,0.6101014,0.04300025,0.20309328,0.00093055,0.00928424,0.03877714,0.05744492,0.94255508
939,2028,West End,0.27787013,0.20791342,0.61424547,0.03846701,0.20636309,0.00091955,0.00925901,0.03866799,0.05429565,0.94570435
940,2029,West End,0.28863636,0.19861472,0.61838954,0.03393377,0.20963289,0.00090856,0.00923379,0.03855885,0.05114637,0.94885363
941,2030,West End,0.2994026,0.18931602,0.62253361,0.02940053,0.21290269,0.00089757,0.00920856,0.0384497,0.04799709,0.95200291
942,2031,West End,0.31016883,0.18001732,0.62667768,0.02486729,0.21617249,0.00088657,0.00918334,0.03834055,0.04484782,0.95515218
943,2032,West End,0.32093506,0.17071861,0.63082176,0.02033405,0.2194423,0.00087558,0.00915811,0.0382314,0.04169854,0.95830146
944,2033,West End,0.3317013,0.16141991,0.63496583,0.01580081,0.2227121,0.00086459,0.00913289,0.03812225,0.03854926,0.96145074
945,2034,West End,0.34246753,0.15212121,0.6391099,0.01126757,0.2259819,0.0008536,0.00910766,0.0380131,0.03539999,0.96460001
946,2035,West End,0.35323377,0.14282251,0.64325397,0.00673434,0.2292517,0.0008426,0.00908244,0.03790395,0.03225071,0.96774929
947,2036,West End,0.364,0.13352381,0.64739804,0.0022011,0.2325215,0.00083161,0.00905721,0.0377948,0.02910143,0.97089857
948,2037,West End,0.37476623,0.12422511,0.65154211,0,0.23579131,0.00082062,0.00903199,0.03768565,0.02595216,0.97404784
949,2038,West End,0.38553247,0.11492641,0.65568619,0,0.23906111,0.00080963,0.00900676,0.0375765,0.02280288,0.97719712
950,2039,West End,0.3962987,0.10562771,0.65983026,0,0.24233091,0.00079863,0.00898154,0.03746735,0.0196536,0.9803464
951,2040,West End,0.40706494,0.096329,0.66397433,0,0.24560071,0.00078764,0.00895631,0.0373582,0.01650433,0.98349567
952,2041,West End,0.41783117,0.0870303,0.6681184,0,0.24887052,0.00077665,0.00893109,0.03724906,0.01335505,0.98664495
953,2042,West End,0.4285974,0.0777316,0.67226247,0,0.25214032,0.00076565,0.00890586,0.03713991,0.01020577,0.98979423
954,2043,West End,0.43936364,0.0684329,0.67640654,0,0.25541012,0.00075466,0.00888064,0.03703076,0.0070565,0.9929435
955,2044,West End,0.45012987,0.0591342,0.68055062,0,0.25867992,0.00074367,0.00885541,0.03692161,0.00390722,0.99609278
956,2045,West End,0.4608961,0.0498355,0.68469469,0,0.26194972,0.00073268,0.00883019,0.03681246,0.00075794,0.99924206
957,2046,West End,0.47166234,0.0405368,0.68883876,0,0.26521953,0.00072168,0.00880496,0.03670331,0,1.00239133
958,2047,West End,0.48242857,0.0312381,0.69298283,0,0.26848933,0.00071069,0.00877974,0.03659416,0,1.00554061
959,2048,West End,0.49319481,0.02193939,0.6971269,0,0.27175913,0.0006997,0.00875451,0.03648501,0,1.00868988
960,2049,West End,0.50396104,0.01264069,0.70127098,0,0.27502893,0.0006887,0.00872929,0.03637586,0,1.01183916
961,2050,West End,0.51472727,0.00334199,0.70541505,0,0.27829874,0.00067771,0.00870406,0.03626671,0,1.01498844
421,2004,West Roxbury,0.01,0.67,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
422,2005,West Roxbury,0.01,0.68,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
423,2006,West Roxbury,0.02,0.67,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
424,2007,West Roxbury,0.02,0.68,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
425,2008,West Roxbury,0.02,0.68,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
426,2009,West Roxbury,0.02,0.67,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
427,2010,West Roxbury,0.02,0.68,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
428,2011,West Roxbury,0.02,0.67,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
429,2012,West Roxbury,0.02,0.67,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
430,2013,West Roxbury,0.03,0.67,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
431,2014,West Roxbury,0.03,0.67,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
432,2015,West Roxbury,0.03,0.66,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
433,2016,West Roxbury,0.03,0.66,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
434,2017,West Roxbury,0.04,0.66,0.66278001,0.10493964,0.07765914,0.0008238,0.00697063,0.03380755,0.19340325,0.80659675
